timestamp,service,cpu_util_pct,memory_util_pct,disk_util_pct,network_in_mbps,network_out_mbps,request_rate_rps,latency_ms,http_4xx_rate,http_5xx_rate,db_connections,db_connection_usage_pct,container_restarts,healthy
2026-09-18T07:05:38+00:00,payment-api,30.88392540390081,52.22751562037099,40.007389809493475,9.676489788628718,7.054819256069158,174.26784302144804,86.4011633665256,0.0027611078509450016,0.0006595502793964481,56.03102994250178,40.021445691749854,0.0,True
2026-09-18T07:05:38+00:00,order-service,29.01352554650819,45.24739510799198,40.047551785923986,12.353524579646542,5.463786883099192,133.41397668417636,112.31708065878217,0.002408158015762191,0.000768854810621759,46.22671230285329,35.81400038677401,0.0,True
2026-09-18T07:05:38+00:00,inventory-service,20.037914166800313,40.14774852002352,34.64429599496024,8.922581726297901,4.509728236698881,60.51381077863598,72.72924331406557,0.0010149015145651038,0.00041109624594207216,24.54191585904751,24.865821002507406,0.0,True
2026-09-18T07:05:38+00:00,auth-service,16.053054104963426,44.5438438886449,40.09186774965396,12.178136102306969,5.272910430415616,98.00281170186446,60.9451595398397,0.0013635109786728876,0.0006130018103956392,25.79346105596335,23.951701386773873,0.0,True
2026-09-18T07:05:38+00:00,notification-worker,13.170263872403485,39.613304268909964,40.13614358064702,11.67539898014751,3.7380595928008473,56.25568015634842,59.28240498211318,0.004189645582368138,0.0007929684055613629,29.136694374722858,27.25157656152746,0.0,True
2026-09-18T07:06:08+00:00,payment-api,32.32170213030351,51.559658504735914,39.64346739135064,12.720370539467321,6.67918364784043,177.4197288928929,89.63327300408643,0.002718011204916635,0.000466923733526158,59.48834632485976,38.04533040750464,0.0,True
2026-09-18T07:06:08+00:00,order-service,30.676492280424036,46.67164532916071,39.90801753717351,10.388520648742652,6.064496412181147,140.63295062940873,108.17510373782982,0.002436285266849272,0.00044998384422943293,44.128062327986505,33.898862934814375,0.0,True
2026-09-18T07:06:08+00:00,inventory-service,20.30016463560882,40.88869635200126,34.865892462389475,10.453677029655571,2.9776794143618255,42.39766324406647,75.86727567626042,0.0020651797851512278,0.00024022967630046323,25.169325924940292,26.248880478401045,0.0,True
2026-09-18T07:06:08+00:00,auth-service,15.327476551748775,43.76746577579729,40.035867485469396,9.34735799125395,4.202398147664481,81.09110239455921,67.07320803049387,0.0016116378878391479,0.00036923391616243135,26.094653933985054,24.218079088054267,0.0,True
2026-09-18T07:06:08+00:00,notification-worker,16.98874411073624,38.0749185946525,40.18149594980447,14.605005310433636,4.1442380830505705,47.02328210129717,57.723213655527026,0.0032275924192283977,0.0007172560763396476,26.599154683011815,26.046858065799647,0.0,True
2026-09-18T07:06:38+00:00,payment-api,34.686221384385455,52.29498024156235,40.021882456593666,9.433438983362455,7.266567169462632,178.11149508615645,104.6193474767544,0.0029226221437286763,0.0003551124884723954,60.47151465276948,39.975488431174156,0.0,True
